Time,Signal
0.0,-0.145
0.002777777777777778,0.02820508075688774
0.005555555555555556,0.028205080756887768
0.008333333333333333,-0.14499999999999988
0.011111111111111112,-0.3182050807568877
0.01388888888888889,-0.3182050807568877
0.016666666666666666,-0.1450000000000002
0.019444444444444445,0.028205080756887685
0.022222222222222223,0.053205080756887846
0.025,-0.13499999999999993
0.02777777777777778,-0.31820508075688775
0.030555555555555558,-0.3232050807568878
0.03333333333333333,-0.16000000000000045
0.036111111111111115,0.01820508075688776
0.03888888888888889,0.013205080756887866
0.04166666666666667,-0.17499999999999988
0.044444444444444446,-0.35320508075688756
0.04722222222222222,-0.35820508075688806
0.05,-0.17000000000000015
0.05277777777777778,0.018205080756887565
0.05555555555555556,-0.0017949192431122862
0.058333333333333334,-0.17999999999999983
0.061111111111111116,-0.3632050807568875
0.0638888888888889,-0.3532050807568877
0.06666666666666667,-0.15500000000000091
0.06944444444444445,0.03820508075688753
0.07222222222222223,0.01820508075688773
0.075,-0.18999999999999906
0.07777777777777778,-0.3782050807568875
0.08055555555555556,-0.4082050807568877
0.08333333333333334,-0.22500000000000026
0.08611111111111111,-0.07179491924311251
0.08888888888888889,-0.07679491924311188
0.09166666666666667,-0.26000000000000045
0.09444444444444444,-0.44820508075688714
0.09722222222222222,-0.4482050807568878
0.1,-0.2750000000000003
0.10277777777777779,-0.09179491924311256
0.10555555555555556,-0.08179491924311189
0.10833333333333334,-0.26499999999999896
0.11111111111111112,-0.4482050807568878
0.11388888888888889,-0.4632050807568885
0.11666666666666667,-0.2900000000000003
0.11944444444444445,-0.11679491924311253
0.12222222222222223,-0.11679491924311183
0.125,-0.2849999999999989
0.1277777777777778,-0.46820508075688777
0.13055555555555556,-0.47820508075688783
0.13333333333333333,-0.2850000000000018
0.13611111111111113,-0.1017949192431126
0.1388888888888889,-0.10179491924311185
0.14166666666666666,-0.2799999999999989
0.14444444444444446,-0.45820508075688776
0.14722222222222223,-0.47820508075688856
0.15,-0.29000000000000187
0.1527777777777778,-0.1267949192431126
0.15555555555555556,-0.10679491924311182
0.15833333333333333,-0.28999999999999737
0.16111111111111112,-0.4732050807568877
0.1638888888888889,-0.48820508075688857
0.16666666666666669,-0.3200000000000005
0.16944444444444445,-0.16179491924311265
0.17222222222222222,-0.18679491924311176
0.17500000000000002,-0.38500000000000023
0.17777777777777778,-0.558205080756887
